,host_name,id,name,host_id,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,reviews_per_year
1247,Greta,23004166,Modern Luxury House in East Austin! *New listing!*,50225821,no_group,78702,30.27977,-97.71522,entire home/apt,348,3,4,2021-06-30,0.47,2,133,5.64
1248,Jason,34807046,Hip Designer Loft | Walk to 6th Street & Rainey,88769927,no_group,78702,30.26472,-97.73222,entire home/apt,586,1,221,2021-06-30,10.46,9,327,125.52000000000001
1249,Ted,48661045,NEW!!! Modern Retreat-Downtown-Walkable Locale,42423432,no_group,78702,30.26439,-97.73136,entire home/apt,173,1,20,2021-06-30,5.77,2,147,69.24
1250,Natali,50526831,Master bedroom in a house with a private area,315047542,no_group,78729,30.4616,-97.76765,private room,89,1,3,2021-06-30,3.0,1,362,36.0
1251,Kerry,7146530,Cozy Modern Cottage with Quiet Back Yard,1250939,no_group,78704,30.24817,-97.77858,entire home/apt,138,2,86,2021-06-30,1.4,4,140,16.799999999999997
1252,Nathalia,47267268,Beautifully renovated condo close to The Domain,266822705,no_group,78758,30.40779,-97.70144,entire home/apt,116,2,8,2021-06-30,1.71,1,37,20.52
1253,Scott,37553916,Cozy Studio near Barton Springs and Downtown,212153464,no_group,78704,30.24832,-97.78061,entire home/apt,119,2,28,2021-06-30,1.39,3,283,16.68
1254,Chris & Kristin,21026118,"Austin, TX 78704 Guesthouse Getaway!",22341706,no_group,78704,30.25127,-97.77152,entire home/apt,74,30,26,2021-06-30,0.68,1,67,8.16
1255,Joe,20935862,"Modern, Clean Live/Work Space w/ Hi Speed Internet",6752394,no_group,78704,30.24253,-97.77504,entire home/apt,224,3,72,2021-06-30,1.78,5,10,21.36
1256,Ames - Austin Vacay,47708156,East Austin Outdoor Oasis with Hot Tub - 2 Blocks from Ladybird Lake,246235981,no_group,78702,30.25189,-97.71484,entire home/apt,153,1,39,2021-06-30,13.76,4,351,165.12
1257,Kj,37275039,Therapeutic Rosedale Getaway,53703741,no_group,78756,30.32306,-97.7408,entire home/apt,131,1,147,2021-06-30,6.97,1,107,83.64
1258,Kelsey,37244744,Family Home Casa Carvajal,45477243,no_group,78723,30.31755,-97.67645,entire home/apt,112,14,2,2021-06-30,1.82,1,47,21.84
1259,Michelle,50625016,“Relaxing Napoli” in Upscale Area by Apple/Indeed,184511974,no_group,78759,30.39564,-97.75132,private room,59,5,1,2021-06-30,1.0,2,345,12.0
1260,Matthew,42404922,Room with Queen Bed in Cute Tarrytown House,85424227,no_group,78703,30.28815,-97.7658,private room,51,32,37,2021-06-30,7.21,2,66,86.52
1261,Amelia,20032043,Relaxing Modern Farmhouse in the Heart of Austin,35659978,no_group,78704,30.24686,-97.77359,entire home/apt,309,5,77,2021-06-30,1.72,1,141,20.64
1262,Jenn,19719368,Stay in a Hip Condo Retreat near Town Lake,62973257,no_group,78703,30.27505,-97.76213,entire home/apt,113,1,234,2021-06-30,5.18,1,2,62.16
1263,Steven & Jennifer,49911024,"Luxury Stay w/ King Bed, 6 Min to Downtown | 1BR",35817561,no_group,78702,30.25256,-97.69464,entire home/apt,114,1,1,2021-06-30,1.0,20,350,12.0
1264,Ann,19402699,"Eat, Shop, and Admire Art from a Modern Apartment",48411870,no_group,78703,30.27536,-97.75507,entire home/apt,226,3,46,2021-06-30,1.17,1,70,14.04
1265,Andy,1579405,Recharge at Casa Moderna Filled with Natural Light,8402421,no_group,78702,30.28054,-97.71015,entire home/apt,235,3,190,2021-06-30,2.72,7,96,32.64
1266,Chris,1462311,Stay and Enjoy The Austin Texas House South Congress,740347,no_group,78704,30.24668,-97.75618,entire home/apt,144,1,903,2021-06-30,13.96,1,262,167.52
1267,Michael,2477149,Treetop Cottage,10016722,no_group,78736,30.24655,-97.91117,entire home/apt,150,2,43,2021-06-30,0.61,1,160,7.32
1268,Joshua,45952963,Clean and classic 1940’s bungalow - East Austin,2211216,no_group,78722,30.29285,-97.71835,entire home/apt,300,7,4,2021-06-30,0.54,1,155,6.48
1269,Sessil,46259141,Mid Century North ATX Home | 10 Mins to Downtown,343836805,no_group,78753,30.3827,-97.67064,entire home/apt,125,1,47,2021-06-30,5.95,15,10,71.4
1270,Marie,49729446,Beautiful modern stay 7 mins from dtn ATX  w/wifi,401070193,no_group,78704,30.25288,-97.76735,entire home/apt,123,2,3,2021-06-30,2.05,2,3,24.599999999999998
1271,Kortni,46181205,New Garage Apartment - New Community near airport,1862623,no_group,78744,30.15178,-97.71871,entire home/apt,85,2,17,2021-06-30,2.08,1,262,24.96
1272,Lynn,31686518,Dog-Friendly Bouldin Creek Neighborhood House,4995627,no_group,78704,30.24498,-97.7623,entire home/apt,150,29,15,2021-06-30,0.51,3,181,6.12
1273,Joyce,23412671,Suite in updated townhome,154173941,no_group,78752,30.32383,-97.68183,entire home/apt,75,14,25,2021-06-30,0.86,1,60,10.32
1274,Nikki,15943159,1Southeast Modern Home 10 miles to Downtown,103489944,no_group,78744,30.16338,-97.72416,private room,35,30,48,2021-06-30,0.91,2,97,10.92
1275,Mike,49688754,Spacious Home in the Heart of Central Austin!,34378345,no_group,78704,30.23513,-97.74097,entire home/apt,308,3,7,2021-06-30,3.56,1,104,42.72
1276,Stephen,18269575,Little Perfect! Pool & 2 hot tubs. 420 friendly,74534288,no_group,78753,30.38757,-97.65529,entire home/apt,103,1,250,2021-06-30,250.0,4,2,3000.0
1277,Heidi,1698089,Downtown Austin 1 bedroom Condo,8967238,no_group,78701,30.27094,-97.74783,entire home/apt,125,30,44,2021-06-30,0.52,1,260,6.24
1278,Jason,41030817,Bright + Stylish Downtown Loft | East 6th Street,88769927,no_group,78702,30.26459,-97.73236,entire home/apt,747,1,166,2021-06-30,9.31,9,309,111.72
1279,Cynthia,2994424,"Duplex by Park, Springs, Trails, River; 2 mi to DT",15219795,no_group,78704,30.25893,-97.77603,entire home/apt,175,2,82,2021-06-30,0.99,9,175,11.879999999999999
1280,Kinsey,15565279,"Spacious, Secluded Hideaway near Wineries and Hamilton Pool",2117822,no_group,78737,30.20412,-98.01441,entire home/apt,127,1,191,2021-06-30,3.76,1,23,45.12
1281,Jillian + Jason,43532791,Picturesque Group Travel Retreat | Quick Uber DT,340033303,no_group,78721,30.26778,-97.6881,entire home/apt,797,1,133,2021-06-30,16.09,4,308,193.07999999999998
1282,Kohji,46414295,"Kozy Kottage 1/1 - Heart of SoCo, Minutes to DT",346286485,no_group,78704,30.23753,-97.74329,entire home/apt,54,30,2,2021-06-30,0.53,2,264,6.36
1283,Ames - Austin Vacay,23304367,Easy Breezy East Riverside Austin Close to South Congress,10585849,no_group,78741,30.22246,-97.73646,entire home/apt,98,1,265,2021-06-30,7.05,2,332,84.6
1284,Lyon,222967,Luxe Spa Bungalow - Walk Downtown!,1157982,no_group,78702,30.25901,-97.7295,entire home/apt,185,4,32,2021-06-29,0.31,3,329,3.7199999999999998
1285,Esteban,959270,Gorgeous Guest House in Zilker,5220633,no_group,78704,30.2577,-97.77216,entire home/apt,98,2,158,2021-06-29,1.95,1,251,23.4
1286,Kevin,37394787,"South Congress, Private Room, in 2 BR Condo",51536441,no_group,78704,30.24054,-97.75323,private room,40,30,4,2021-06-29,0.18,1,133,2.16
1287,Yulia,50138432,"Private, Spacious Home w/ Hot Tub & Huge Backyard",9368007,no_group,78723,30.30691,-97.69801,entire home/apt,300,4,1,2021-06-29,1.0,1,44,12.0
1288,Gina,48524277,The Kreb Shack,41518493,no_group,78704,30.22803,-97.76689,entire home/apt,300,3,1,2021-06-29,1.0,1,19,12.0
1289,Kasey,44892708,"2/2, 1mi to AFC stadium w/ cute stock tank pool",47043651,no_group,78758,30.38582,-97.69005,entire home/apt,421,2,6,2021-06-29,0.58,1,112,6.959999999999999
1290,Marie,24492464,Bedroom 1 with shared bathroom,182235421,no_group,78729,30.464,-97.78505,private room,27,1,141,2021-06-29,5.27,2,227,63.239999999999995
1291,Jon,8783699,St.Eds Secret Casita off S.Congress,25914657,no_group,78704,30.22482,-97.75296,entire home/apt,94,2,216,2021-06-29,39.51,3,101,474.12
1292,Muizz,49244857,Cozy private room with shared bathroom,75120408,no_group,78725,30.21983,-97.63544,private room,55,1,8,2021-06-29,2.89,2,74,34.68
1293,Blueprint Management Group,49045297,★Oshun Suite★ | Elegant Oasis | Near Airport | Gym,386930033,no_group,78741,30.21994,-97.70786,entire home/apt,98,1,9,2021-06-29,3.46,5,151,41.519999999999996
1294,Nan,2200205,Luxury Apartment - Right in the Heart of SoCo,6386445,no_group,78704,30.24689,-97.75171,entire home/apt,116,3,142,2021-06-29,2.18,2,46,26.160000000000004
1295,Alice,47783340,Bright South Austin Property~2 bedrooms,31591032,no_group,78704,30.23661,-97.76557,entire home/apt,130,2,11,2021-06-29,2.97,1,90,35.64
1296,J & H,35429015,Fully Remodel Retreat Near Domain|15 min->Downtown,266606395,no_group,78727,30.42024,-97.69963,entire home/apt,149,30,17,2021-06-29,0.68,1,33,8.16
1297,K,42540696,Walk to SOUTH CONGRESS from chic 3-story condo!,13935640,no_group,78704,30.23677,-97.75854,entire home/apt,143,1,13,2021-06-29,1.23,2,65,14.76
1298,Don,20422907,South West Austin home,142419591,no_group,78749,30.21722,-97.88686,private room,74,2,62,2021-06-29,1.36,2,289,16.32
1299,Lauren,45804707,South Austin Oasis: Dogs & Long-Term Stays Welcome,61422241,no_group,78745,30.20001,-97.78194,entire home/apt,130,4,6,2021-06-29,0.81,1,203,9.72
1300,Mayra,47935604,Pool-Side Home/Lake Travis views/Austin - 4B3B🛏☀️💦👨‍👩‍👧‍👦,386235109,no_group,78734,30.41961,-97.94239,entire home/apt,440,1,21,2021-06-29,5.34,1,320,64.08
1301,Valerie,49417902,Boozy Road Bunker l Pool l Billiards,169758891,no_group,78737,30.22389,-98.0087,entire home/apt,500,1,8,2021-06-29,3.33,11,328,39.96
1302,Margaret,5466113,3-room Living/Bed/Bath Suite in Cherrywood home!,28349306,no_group,78722,30.29252,-97.71107,entire home/apt,82,2,148,2021-06-29,2.3,1,272,27.599999999999998
1303,Irma,18997849,"Charming, Eclectic Duplex with a Leafy Patio",2118226,no_group,78757,30.36502,-97.72202,entire home/apt,158,3,144,2021-06-29,3.17,2,82,38.04
1304,Katie,48284419,"Colorful, Unique Gem - Tiny Home East Downtown ATX",380621120,no_group,78702,30.25493,-97.73524,entire home/apt,122,2,20,2021-06-29,5.22,1,54,62.64
1305,Jeff,44465114,"Hillside Tropical Retreat - relax, work, and live pure",359339916,no_group,78749,30.20827,-97.87836,entire home/apt,539,2,48,2021-06-29,28.8,3,120,345.6
1306,Jason,48211944,"Lakeland Escape, Home w/ access to Lake Austin",37934879,no_group,78732,30.3322,-97.92774,entire home/apt,230,2,11,2021-06-29,2.84,2,292,34.08
1307,Lisa,31801664,Little pink house for you!,72939676,no_group,78703,30.28821,-97.75961,entire home/apt,116,4,100,2021-06-29,4.59,1,26,55.08
1308,Annette,16254209,"CASA VILLA: HEATED POOL, 11 Beds, 5 Bedroom 3 Bath",256882822,no_group,78704,30.24521,-97.76564,entire home/apt,1256,3,113,2021-06-29,2.51,3,274,30.119999999999997
1309,Samuel,47156486,Spacious Tiny Home w/ Hot Tub in Trendy East ATX!,34537451,no_group,78721,30.26055,-97.68595,entire home/apt,142,3,27,2021-06-29,4.68,2,225,56.16
1310,Caitlin,16534724,Honey Cloud Studio Casita on East Side,1208485,no_group,78702,30.25369,-97.72676,entire home/apt,164,2,250,2021-06-29,5.14,2,104,61.67999999999999
1311,Kerry,5819674,A Modern Spin on a Cozy '50s Home in Bouldin Creek,1250939,no_group,78704,30.25162,-97.75561,entire home/apt,175,2,120,2021-06-29,5.84,4,175,70.08
1312,Cary,31485303,Work remote and take in Austin at the same time!,166566095,no_group,78704,30.2386,-97.7604,entire home/apt,299,2,8,2021-06-29,0.28,1,12,3.3600000000000003
1313,GuestSpaces,43832110,2 Bedroom Bouldin Creek Retreat | Professionally Cleaned + Hosted By GuestSpaces,138398089,no_group,78704,30.24702,-97.75999,entire home/apt,138,2,8,2021-06-29,0.65,30,181,7.800000000000001
1314,Ray,46587301,★Only Airbnb in Austin w/ 5 desks★   WFH Ready!,218507164,no_group,78705,30.29029,-97.74862,entire home/apt,339,2,13,2021-06-29,1.88,12,46,22.56
1315,Stacey,33464696,Quiet & Spacious Master Suite 10 miles to capitol,191746184,no_group,78748,30.17753,-97.82157,private room,76,2,14,2021-06-29,0.63,2,13,7.5600000000000005
1316,Mariana,50382520,South Austin Home,3345087,no_group,78744,30.15831,-97.72576,entire home/apt,201,2,2,2021-06-29,2.0,1,45,24.0
1317,Robert,18136117,Family-friendly modern 3/2 home in Central Austin,123453177,no_group,78757,30.34404,-97.74235,entire home/apt,275,14,4,2021-06-29,0.14,1,192,1.6800000000000002
1318,Ciara,49586285,Cowboys And Cowgals retreat 5 mins from Airport 🤠,44329776,no_group,78702,30.25359,-97.69467,entire home/apt,136,2,2,2021-06-29,1.25,2,87,15.0
1319,Heather,45218453,Modern Austin home with a view,211871443,no_group,78724,30.28497,-97.64806,entire home/apt,139,4,24,2021-06-29,2.7,1,19,32.400000000000006
1320,Dana,8423582,AustinPoolHouse Downtown for Group Walk to Bar/BBQ,1727320,no_group,78702,30.25882,-97.72362,entire home/apt,633,3,178,2021-06-29,3.15,1,266,37.8
1321,Jessica,27777718,Austin Oasis- Spacious HM-Pool/Patio/Spa/Fire Pit,31152322,no_group,78749,30.22112,-97.82937,entire home/apt,719,4,71,2021-06-29,9.51,2,300,114.12
1322,Stephanie,50509302,2 Bedroom Home with a Retro/Vintage Vibe,52995915,no_group,78757,30.36477,-97.72208,entire home/apt,70,2,1,2021-06-29,1.0,2,7,12.0
1323,Ryan And Angel,8222790,Updated home in hip and central East Riverside,43359006,no_group,78741,30.22813,-97.73597,entire home/apt,185,2,72,2021-06-29,1.14,3,272,13.68
1324,Brittaney,35156828,Lounge in Comfort in This Charming East Austin Casita,10698248,no_group,78702,30.2655,-97.69665,entire home/apt,155,2,91,2021-06-29,9.38,1,98,112.56
1325,Julie,23420686,Minutes to downtown & The Domain area of Austin,62254282,no_group,78758,30.3791,-97.69156,entire home/apt,184,1,148,2021-06-29,3.99,2,66,47.88
1326,Jared,28124646,Austin Cottage Near University of Texas Campus and Downtown,48801491,no_group,78705,30.29719,-97.74376,entire home/apt,249,2,123,2021-06-29,6.3,1,27,75.6
1327,Christen,28463300,Trendy East ATX Bungalow w/ Xeriscaped yard,124133947,no_group,78702,30.27581,-97.70711,entire home/apt,216,2,34,2021-06-29,1.17,1,106,14.04
1328,Vivian,49449717,Modern Boho Home near Apple - 30 day stay,29811,no_group,78759,30.43297,-97.76714,entire home/apt,136,30,1,2021-06-29,1.0,2,68,12.0
1329,Dawn,42881947,Tiny Loft Bed Studio in Central Austin W/ Deck,22531936,no_group,78741,30.22278,-97.72215,entire home/apt,88,7,15,2021-06-29,1.02,3,76,12.24
1330,TurnKey Vacation Rentals,36160891,Spacious & Lavish Downtown Getaway - Near Campus,109638288,no_group,78702,30.27453,-97.73065,entire home/apt,219,2,7,2021-06-29,0.33,74,313,3.96
1331,E'Nia,49466266,Cozy 1BR/1BTH Staycation In North Austin,68120318,no_group,78727,30.43874,-97.73517,entire home/apt,150,1,4,2021-06-29,4.0,1,94,48.0
1332,WanderJaunt,43728778,WanderJaunt | Leigh | 2BR | Barton Hills,104309976,no_group,78746,30.26136,-97.78797,entire home/apt,117,1,23,2021-06-29,4.48,142,130,53.760000000000005
1333,Ruta,23682481,The Chateau,434722,no_group,78756,30.31372,-97.74524,entire home/apt,104,2,78,2021-06-29,3.92,1,132,47.04
1334,WanderJaunt,47074032,WanderJaunt | Coleman | 1BR | East Austin,104309976,no_group,78702,30.25875,-97.71669,entire home/apt,125,1,8,2021-06-29,1.26,142,125,15.120000000000001
1335,Samuel (Cannon),50179184,Retro Livin’ City View! Steps From Barton Springs.,55885216,no_group,78704,30.26088,-97.77533,entire home/apt,100,1,5,2021-06-29,5.0,4,26,60.0
1336,Farid,31152586,Tranquilo East Austin - Modern home w/ a view,3589481,no_group,78721,30.2743,-97.68292,entire home/apt,124,3,55,2021-06-29,2.69,1,43,32.28
1337,Property Bliss,38776571,Modern Luxury Retreat at The BlueBerry - Unit B,295496244,no_group,78723,30.29479,-97.68505,entire home/apt,122,1,89,2021-06-29,4.2,2,87,50.400000000000006
1338,Frank,36205206,The Hollywood Starlet Suite - you are the Star!,73424847,no_group,78751,30.30446,-97.72214,entire home/apt,169,30,71,2021-06-28,3.95,2,319,47.400000000000006
1339,Virginia,333442,RARE SECLUDED 1940s ESTATE  Safe Cleaning Protocol,1698318,no_group,78703,30.31267,-97.76641,entire home/apt,276,3,137,2021-06-28,1.37,1,258,16.44
1340,Blake,43294207,Private East Austin Studio Guest House,87554662,no_group,78702,30.27628,-97.70247,entire home/apt,100,1,27,2021-06-28,3.46,1,124,41.519999999999996
1341,Tim,6391710,Luxury garage apt close to downtown w/rooftop deck,33325907,no_group,78702,30.25405,-97.72702,entire home/apt,200,2,302,2021-06-28,4.74,1,178,56.88
1342,Billionaire Jones Estate,49478096,Relaxing zen vibe condo with continental breakfast,364493660,no_group,78702,30.25221,-97.69431,entire home/apt,107,3,4,2021-06-28,1.94,1,63,23.28
